judul,deskripsi 
"Konser Nominasi Selesai, LIDA Adakan Konser Bhineka Tunggal Ika","iyaa.com | Jakarta: Terpilihnya wakil dari Provinsi Papua, Minggu (4/3/2018), menjadi akhir dari perjalanan Konser..."
"Sinetronnya Tamat di RCTI, Pemain ‘Catatan Harian Aisha’ Pamit","iyaa.com | Jakarta: Baru 2 bulan tayang di RCTI, sinetron Catatan Harian Aisha masuki episode..."
LIDA Konser Nominasi: Tina Jadi Wakil Papua di 34 Besar,iyaa.com | Jakarta: Konser Nominasi Liga Dangdut Indonesia (LIDA) telah sampai pada provinsi terakhir. Lima...
Cantiknya Soraya Rasyid Berhijab di ‘Amanah Wali 2’,iyaa.com | Jakarta: Sinetron religi Amanah Wali akan kembali hadir di Ramadan tahun ini dengan...
"Marc Marquez & Dani Pedrosa Jago Ngelawak, Posisi Andre – Sule Terancam?","iyaa.com | Jakarta: Dua pembalap MotoGP, Dani Pedrosa dan Marc Marquez hadir sebagai bintang tamu..."
"‘Karma’ Disukai Hingga Ke Luar Negeri, Ini Kata Roy Kiyoshi",iyaa.com | Jakarta: Program Karma Show kian digemari penonton di ANTV. Walau tayang di slot...
Alasan Ajun Perwira Mau Bintangi Film ‘Jaran Goyang’ Cut Meyriska,iyaa.com | Jakarta: Lagu “Jaran Goyang” yang dinyanyikan Nella Kharisma sempat viral beberapa waktu lalu....
"Pakai Hot Pants dan Kaos Ketat, Ashanty Banjir Protes Netizen",
4 Mitos dan Fakta Seputar Aloe Vera Gel untuk Kecantikan,
"Serial India Baru ANTV, Ini rating ‘Mahakaali’ dan ‘Takdir Lonceng Cinta’",
"Gemukan Usai Liburan, Samuel Zylgwyn Jalani Diet",iyaa.com | Jakarta: Berat badan Samuel Zylgwyn naik usai pulang liburan dari Jepang. Ia pun...
"Foto Bareng, Ayu Ting Ting & Nina ‘Mpok Alpa’ Dibilang Saudara Kembar",iyaa.com | Jakarta: Nina Carolina atau yang populer dengan panggilan Mpok Alpa jadi bintang tamu...
"Marshanda Pose Bareng Rionaldo Stokhorst dan Giovanni Tobing, Cocokan Mana?",iyaa.com | Jakarta: Kisah Yuni-Aris-Afifah di sinetron Orang Ketiga makin seru karena hadirnya Rico yang...
"Pernah Gagal, Gaurav Chopra ‘Uttaran’ Pilih Sembunyikan Identitas Pacar",iyaa.com | New Delhi: Gaurav Chopra aktor serial Uttaran telah resmi menikahi kekasihnya yang bernama...
"Verrell Bramasta Gaya Ala Tao Ming Tse, Ini Reaksi Natasha Wilona",iyaa.com | Jakarta: Verrell Bramasta selalu tampil rapi dan tampan dengan rambutnya yang tertata. Tapi...
"Pakai Hot Pants dan Kaos Ketat, Ashanty Banjir Protes Netizen",
"Lamarannya Ditolak, Mas Pur Pingsan di ‘Tukang Ojek Pengkolan’",
"Menderita Batu Ginjal, Aly Goni Masuk Rumah Sakit",
‘Tercyduk’ SCTV Asli Atau Settingan? Begini Jawaban Lionil Hendrik,
Serial Tokusatsu ‘Legend Hero’ akan Tayang di RTV,
"Yuk, Kenalan Sama Pemain & Karakter ‘APACE, Anak Punk Anti Cewek’ RCTI",
4 Mitos dan Fakta Seputar Aloe Vera Gel untuk Kecantikan,
"Serial India Baru ANTV, Ini rating ‘Mahakaali’ dan ‘Takdir Lonceng Cinta’",
"Lamarannya Ditolak, Mas Pur Pingsan di ‘Tukang Ojek Pengkolan’",
"Menderita Batu Ginjal, Aly Goni Masuk Rumah Sakit",
‘Tercyduk’ SCTV Asli Atau Settingan? Begini Jawaban Lionil Hendrik,
Serial Tokusatsu ‘Legend Hero’ akan Tayang di RTV,
"Pindah Jam Tayang, ‘Hafizah’ Masuki Episode Terakhir di RCTI",
"‘Shani’ Masuk 10 Besar, ‘Chandra Nandini’ Puncaki Rating",
"Giovanni Tobing Balik ke ‘Orang Ketiga’, Ini Harapan Netizen untuk Riko",
"Ochi Rosdiana Muncul di ‘Orang Ketiga’, Jadi Pasangan Rangga atau Aris?",
"Sinopsis ‘Dia yang Tak Terlihat’, Kisah Cinta Berbalut Misteri Pembunuhan",
"Mirip ‘Putri yang Ditukar’, Begini Sinopsis ‘Ada Dua Cinta’ RCTI",
"Yuk, Kenalan Sama Pemain & Karakter ‘APACE, Anak Punk Anti Cewek’ RCTI",
"Pindah Jam Tayang, ‘Hafizah’ Masuki Episode Terakhir di RCTI",
5 Tips Makeup Mudah Agar Wajahmu Terlihat Baby Face,
"Suntik Filler Bukan Cara Tepat Mempercantik Wajah, Ini Alasannya",
"Dibintangi Baim Wong, ‘Utusan dari Surga’ RCTI Mirip Sinetron Religi Vino G. Bastian?",
"Sinopsis ‘Dia yang Tak Terlihat’, Kisah Cinta Berbalut Misteri Pembunuhan",
"‘Pesbukers’ Balik ke Slot Sore, ‘Dil Se Dil Tak’ Dibungkus ANTV?",
"Mirip ‘Putri yang Ditukar’, Begini Sinopsis ‘Ada Dua Cinta’ RCTI",
"‘Pesbukers’ Balik ke Slot Sore, ‘Dil Se Dil Tak’ Dibungkus ANTV?",
"‘Catatan Harian Aisha’ Tamat, Penonton Nantikan Season 2","iyaa.com | Jakarta: Sinetron Catatan Harian Aisha masuki episode terakhirnya kemarin, Minggu (4/3/2018) di RCTI...."
"ANTV Ultah, ‘Karma’ Sukses Jadi Rating Nomor 1",iyaa.com | Jakarta: Program Karma di ANTV semakin disukai pemirsa. Meski tak tayang di slot...
"LIDA Konser Nominasi: Meski Dikritik, Rahma Jadi Wakil Maluku di Top 34",iyaa.com | Jakarta: Liga Dangdut Indonesia (LIDA) pada Kamis (1/3/2018) telah beranjak ke Provinsi Maluku....
"Gelar Pernikahan Secara Tertutup, Ini Komentar Gaurav Chopra ‘Uttaran’",iyaa.com | New Delhi: Gaurav Chopra yang dikenal sebagai pemeran sebagai Raghuvendra Pratap Rathore di...
"ANTV Ultah ke-25, Netizen Harap Pemain ‘Chandra Nandini’ Diundang","iyaa.com | Jakarta: Di awal bulan ini, tepat tanggal 1 Maret, ANTV berulang tahun yang..."
Hubungan Jasi Michelle – Bayu Lesmana Cuma Gimmick di ‘Ekspedisi Merah’?,iyaa.com | Jakarta: Jasi Michelle dan Bayu Lesmana jadi daya tarik penonton untuk tetap menyaksikan...
"LIDA Konser Nominasi: Tuai Pujian, Selfi Wakili Sulawesi Selatan di Top 34","iyaa.com | Jakarta: Rabu (28/2/2018) malam, para duta dangdut Sulawesi Selatan tampil di Konser Nominasi..."
"Geser ‘Jodoh Wasiat Bapak’, ‘Karma’ The Series Tayang 2 Kali Sehari di ANTV","iyaa.com | Jakarta: Sukses di slot pagi ANTV, Karma The Series siap tayang 2 kali..."
"Jarang Muncul di ‘Uang Kaget’, Soraya Rasyid Syuting ‘Amanah Wali 2’",iyaa.com | Jakarta: Belakangan ini Soraya Rasyid jarang terlihat di reality show Uang Kaget. Penggemar...
"‘Tayang Lagi, Jadwal ‘Ekspedisi Merah’ Dipangkas ANTV",iyaa.com | Jakarta: ANTV kembali umumkan jadwal tayang Ekspedisi Merah. Program yang menguak kisah misteri...
"Gabung ‘Karma’ The Series, Evan Sanders Takut Pikirannya Dibaca Roy Kiyoshi",iyaa.com | Jakarta: Evan Sanders kembali digaet ANTV sebagai pembaca acara dalam program Karma The...
"Tayangkan Hal Berbau Mistis & Klenik, ‘Karma’ ANTV Diadukan ke KPI","iyaa.com | Jakarta: Jadi program unggulan dan dinanti penonton setianya, program Karma di ANTV rupanya..."
Mahluk Manis Dalam Bis’ Jadi Debut Panji Zoni di Sinetron,"iyaa.com | Jakarta: Susul kesuksesan sang kakak di dunia hiburan tanah air, Panji Zoni siap..."
Lionil Hendrik Ungkap Alasan Kenapa ‘Tercyduk’ SCTV Wajib Ditonton,"iyaa.com | Jakarta: Tayang di slot siang SCTV, program Tercyduk hadirkan beragam kisah yang menguras..."
"Kian Digemari, Begini Rating Perdana ‘Karma’ The Series","iyaa.com | Jakarta: Dipandu Robby Purba dan Roy Kiyoshi, program Karma kini jadi program unggulan..."
"Selamat, Gaurav Chopra ‘Uttaran’ Menikah!",iyaa.com | New Delhi: Masih ingat dengan nama Gaurav Chopra? Aktor yang satu ini sempat...
"Usai Tereliminasi, Ini Unggahan Pertama Chandra Idol di Instagram","iyaa.com | Jakarta: Chandra Wahyudi, kontestan asal Samarinda telah meninggalkan panggung Indonesian Idol 2018 semalam,..."
"Pakai Hot Pants dan Kaos Ketat, Ashanty Banjir Protes Netizen",
"Jadi Pelakor di ‘Hafizah’ RCTI, Kirana Larasati Bikin Penonton Geregetan","iyaa.com | Jakarta: Kembali ke layar kaca, Kirana Larasati lagi-lagi perankan karakter antagonis dalam sinetron..."
4 Mitos dan Fakta Seputar Aloe Vera Gel untuk Kecantikan,
"Serial India Baru ANTV, Ini rating ‘Mahakaali’ dan ‘Takdir Lonceng Cinta’",
"Peluk Dukun Santet di ‘Karma’ ANTV, Ini yang Dirasakan Robby Purba",iyaa.com | Jakarta: Program Karma ANTV hadirkan 30 peserta dengan berbagai masalahnya. Dipandu Robby Purba...
"Lamarannya Ditolak, Mas Pur Pingsan di ‘Tukang Ojek Pengkolan’",
Perjuangan Gritte Agatha Beradaptasi di Lokasi Syuting ‘Jodoh Wasiat Bapak’,iyaa.com | Jakarta: Gritte Agatha kembali muncul di layar kaca dalam sinetron Jodoh Wasiat Bapak...
"Menderita Batu Ginjal, Aly Goni Masuk Rumah Sakit",
‘Tercyduk’ SCTV Asli Atau Settingan? Begini Jawaban Lionil Hendrik,
"Pakai Hot Pants dan Kaos Ketat, Ashanty Banjir Protes Netizen",
Serial Tokusatsu ‘Legend Hero’ akan Tayang di RTV,
"Yuk, Kenalan Sama Pemain & Karakter ‘APACE, Anak Punk Anti Cewek’ RCTI",
4 Mitos dan Fakta Seputar Aloe Vera Gel untuk Kecantikan,
"Serial India Baru ANTV, Ini rating ‘Mahakaali’ dan ‘Takdir Lonceng Cinta’",
"Pindah Jam Tayang, ‘Hafizah’ Masuki Episode Terakhir di RCTI",
"Muncul Lagi di ‘Cinta yang Hilang’, Ratna Galih – Alwi Assegaf Akhirnya Bertemu?",
"Lamarannya Ditolak, Mas Pur Pingsan di ‘Tukang Ojek Pengkolan’",
Miss Jawa Barat Alya Nurshabina Dinobatkan Sebagai Miss Indonesia 2018,
"Perankan Dokter, Sanaya Irani Bintangi Film Pendek ‘Dum Dum Dumroo’",
"Menderita Batu Ginjal, Aly Goni Masuk Rumah Sakit",
‘Tercyduk’ SCTV Asli Atau Settingan? Begini Jawaban Lionil Hendrik,
Serial Tokusatsu ‘Legend Hero’ akan Tayang di RTV,
"Sinopsis ‘Dia yang Tak Terlihat’, Kisah Cinta Berbalut Misteri Pembunuhan",
"Mirip ‘Putri yang Ditukar’, Begini Sinopsis ‘Ada Dua Cinta’ RCTI",
"Yuk, Kenalan Sama Pemain & Karakter ‘APACE, Anak Punk Anti Cewek’ RCTI",
"Pindah Jam Tayang, ‘Hafizah’ Masuki Episode Terakhir di RCTI",
"‘Pesbukers’ Balik ke Slot Sore, ‘Dil Se Dil Tak’ Dibungkus ANTV?",
"Ikut Naysilla Mirdad, Lydia Kandou Main di ‘Orang Ketiga’",
Indonesian Idol Top 10: Penampilan Maria Nyaris Sempurna,
"Abdul – Maria Bawakan Lagu Coldplay dan Celine Dion, Netizen: Bakal Pecah",
"Sinopsis ‘Dia yang Tak Terlihat’, Kisah Cinta Berbalut Misteri Pembunuhan",
"Mirip ‘Putri yang Ditukar’, Begini Sinopsis ‘Ada Dua Cinta’ RCTI",
"‘Pesbukers’ Balik ke Slot Sore, ‘Dil Se Dil Tak’ Dibungkus ANTV?",
LIDA Konser Nominasi: Sri Sulawesi Tenggara Rebut Tiket ke Top 34,iyaa.com | Jakarta: Konser Nominasi Liga Dangdut Indonesia (LIDA) kini sampai pada Provinsi Sulawesi Tenggara....
"4 Stasiun TV Terancam Sulit Perpanjang Izin Siar, Ini Sebabnya",iyaa.com | Jakarta: Empat stasiun televisi swasta yang tergabung dalam MNC Group kembali dapat sentilan...
"Main Serial Detektif, Jigyasa Singh akan Tampil di ‘Dev’ Season 2","iyaa.com | New Delhi: Lama tak muncul usai serial Thapki, Jigyasa Sing dikabarkan akan membintangi..."
"Windy Wulandari Baik Pada Natasha Wilona di ‘STJC’, Netizen: Modus","iyaa.com | Jakarta: Biasa jahat, Windy Wulandari mendadak baik pada Natasha Wilona di Siapa Takut..."
"Bianca Jodie ‘Indonesian Idol’ Di-bully Netizen, Ini Komentar Dokter Reisa",iyaa.com | Jakarta: Bianca Jodie kerap di-bully netizen di ajang Indonesian idol 2018. Suara kontestan...
"Tulis Maaf, Tim ‘Ekspedisi Merah’ Minta Dukungan Netizen",iyaa.com | Jakarta: Ekspedisi Merah berhenti tayang di ANTV sejak Jumat (23/2/2018) lalu. Berdasarkan informasi...
"‘Ekspedisi Merah’ Berhenti Tayang, ANTV Kecewakan Penonton",iyaa.com | Jakarta: Pro dan kontra muncul untuk penayangan Ekspedisi Merah di ANTV. Program yang...
"‘The Grand Master Asia’ Disambut Positif, Ini Komentar Demian","iyaa.com | Jakarta: Kompetisi sulap The Grand Master Asia akhirnya tayang di SCTV kemarin, Minggu..."
Donny Michael dan Aryani Fitriana Terima Hadiah dari Fans ‘Orang Ketiga’,"iyaa.com | Jakarta: Di samping kisah cinta Yuni, Aris, AFifah, dan Rangga, Orang Ketiga juga..."
Arjun Bijlani ‘Pardes’ Keluar dari Zona Nyaman,iyaa.com | New Delhi: Arjun Bijlani untuk pertama kalinya mendapatkan peran antagonis di serial Ishq...
Jasi Michelle ‘Ekspedisi Merah’ Terbiasa Dengar Suara Aneh dan Makhluk Halus,iyaa.com | Jakarta: Jasi Michelle kini jadi bagian dalam tim Ekspedisi Merah ANTV. Jasi Michelle...
"LIDA Konser Nominasi: Persaingan Ketat, Ini Dia Wakil Sulawesi Tengah di Top 34","iyaa.com | Jakarta: Liga Dangdut Indonesia (LIDA) tadi malam, Senin (27/2/2018), menghadirkan Konser Nominasi Provinsi..."
"Indonesian Idol Top 8: Nyanyikan ‘Sambalado’ Versi Jazz, Jodie Banjir Pujian","iyaa.com | Jakarta: Di babak 8 besar Indonesian Idol, Senin (26/2/2018), Bianca Jodie banjir pujian..."
"Beredar Isu Bio One Keluar dari ‘Catatan Harian Aisha’, Begini Reaksi Fans",iyaa.com | Jakarta: Akting Bio One dan Tissa Biani sukses bikin baper penonton Catatan Harian...
Vinessa Inez ‘Jodoh Wasiat Bapak’ Alami Ini Jelang Persalinannya,iyaa.com | Jakarta: Vinessa Inez tengah bersiap menuju proses persalinan anak pertamanya. Pemeran Sista ini...
"Indonesian Idol Top 8: Tampil Spektakuler, Abdul Dapat Standing Ovation Lagi",iyaa.com | Jakarta: Abdul menjadi salah satu kontestan yang disebut juri paling maksimal dalam babak...
"Indonesian Idol Top 8: Dinilai Tak Maksimal, Glen Tereliminasi","iyaa.com | Jakarta: Setelah Kevin dan Chandra, satu lagi kontestan pria tereliminasi dari Indonesian Idol..."
Angela Gilsha Disebut Pelakor Gara-Gara Perannya di ‘Anak Langit’,iyaa.com | Jakarta: Alur cerita Anak Langit SCTV semakin membuat kesal penontonnya. Kekesalan penonton ini...
"Duh, Bintang Sinetron ‘Catatan Harian Aisha’ Dihujat Netizen Gara-Gara Ini",iyaa.com | Jakarta: Tissa Biani dan Juan Bione Subiantoro atau yang akrab disapa Bio one...
"Dermawan, Ini yang Dilakukan Gurmeet Choudhary Saat Syuting Film",iyaa.com | Mumbai: Saat ini aktor Gurmeet Choudhary tengah menyelesaikan syuting film terbarunya berjudul Paltan....
"Pakai Hot Pants dan Kaos Ketat, Ashanty Banjir Protes Netizen",
4 Mitos dan Fakta Seputar Aloe Vera Gel untuk Kecantikan,
"Serial India Baru ANTV, Ini rating ‘Mahakaali’ dan ‘Takdir Lonceng Cinta’",
"Pakai Hot Pants dan Kaos Ketat, Ashanty Banjir Protes Netizen",
4 Mitos dan Fakta Seputar Aloe Vera Gel untuk Kecantikan,
"Lamarannya Ditolak, Mas Pur Pingsan di ‘Tukang Ojek Pengkolan’",
"Menderita Batu Ginjal, Aly Goni Masuk Rumah Sakit",
‘Tercyduk’ SCTV Asli Atau Settingan? Begini Jawaban Lionil Hendrik,
"Serial India Baru ANTV, Ini rating ‘Mahakaali’ dan ‘Takdir Lonceng Cinta’",
"Lamarannya Ditolak, Mas Pur Pingsan di ‘Tukang Ojek Pengkolan’",
"Menderita Batu Ginjal, Aly Goni Masuk Rumah Sakit",
‘Tercyduk’ SCTV Asli Atau Settingan? Begini Jawaban Lionil Hendrik,
Serial Tokusatsu ‘Legend Hero’ akan Tayang di RTV,
"Yuk, Kenalan Sama Pemain & Karakter ‘APACE, Anak Punk Anti Cewek’ RCTI",
Serial Tokusatsu ‘Legend Hero’ akan Tayang di RTV,
"Yuk, Kenalan Sama Pemain & Karakter ‘APACE, Anak Punk Anti Cewek’ RCTI",
"Pindah Jam Tayang, ‘Hafizah’ Masuki Episode Terakhir di RCTI",
"Pindah Jam Tayang, ‘Hafizah’ Masuki Episode Terakhir di RCTI",
"Beri Selamat, Angela Gilsha – Putri Marino Dibilang Kembar",
"‘APACE’, Anak Punk Anti Cewek Segera Tayang di RCTI",
"Duet Bareng Boy William di ‘ICA 5.0’, Penampilan Via Vallen Kece Banget!",
"Bianca Jodie ‘Indonesian Idol’ Di-bully Netizen, Ini Komentar Dokter Reisa",
"Nyanyi Lagu Beyonce, Maria ‘Idol’ Penuhi Permintaan Fans",
"Dab, Tap, Rub, atau Pat? Mana Cara Terbaik untuk Mengaplikasikan Pelembap?",
"Sinopsis ‘Dia yang Tak Terlihat’, Kisah Cinta Berbalut Misteri Pembunuhan",
"Mirip ‘Putri yang Ditukar’, Begini Sinopsis ‘Ada Dua Cinta’ RCTI",
"Sinopsis ‘Dia yang Tak Terlihat’, Kisah Cinta Berbalut Misteri Pembunuhan",
"Mirip ‘Putri yang Ditukar’, Begini Sinopsis ‘Ada Dua Cinta’ RCTI",
"‘Pesbukers’ Balik ke Slot Sore, ‘Dil Se Dil Tak’ Dibungkus ANTV?",
"‘Pesbukers’ Balik ke Slot Sore, ‘Dil Se Dil Tak’ Dibungkus ANTV?",
"Masuki Top 8, Ini Daftar Lagu yang Dibawakan Kontestan ‘Indonesian Idol 2018’",iyaa.com | Jakarta: Indonesian Idol 2018 pekan ini memasuki babak 8 besar. Para kontestan siap...
Adegan ‘Pardes’ Paling Emosional Menurut Drashti Dhami dan Arjun Bijlani,iyaa.com | New Delhi: Drashti Dhami dan Arjun Bijlani kini tampil di layar kaca ANTV...
"‘Anugerah Cinta’ Tayang Ulang, Fans Giorgino Abraham-Irish Bella Girang",iyaa.com | Jakarta: Sinetron Anugerah Cinta yang dibintangi Giorgino Abraham dan Irish Bella tayang ulang...
"Samuel Zylgwyn Nangis di ‘Orang Ketiga’, Fans: Sedihnya Cowok Banget","iyaa.com | Jakarta: Salah satu adegan di Orang Ketiga episode 50, Rabu (14/3/2018), membuat fans..."
"Tereliminasi, Ini Mimpi Kevin Idol yang Telah Terwujud",iyaa.com | Jakarta: Abraham Kevin telah meninggalkan panggung Indonesian Idol 2018 setelah pada Selasa (13/2/2018)...
LIDA Konser Nominasi: Cici dari Sulawesi Barat Melangkah ke Top 34,iyaa.com | Jakarta: Konser Nominasi Liga Dangdut Indonesia (LIDA) kini hadir di Pulau Sulawesi. Setelah...
"‘Si Doel Anak Sekolahan’ Tayang Lagi, RCTI Ajak Nostalgia Penonton","iyaa.com | Jakarta: Rindu dengan kisah si Doel anak Betawi asli? Si Doel Anak Sekolahan,..."
Fay Nabila Akui Mirip dengan Karakter Riska di ‘Orang Ketiga’,iyaa.com | Jakarta: Perannya sebagai Riska membuat Fay Nabila dibenci penonton setia Orang Ketiga di...
"Meteor, Magician Pertama yang Tereliminasi dari ‘The Grand Master Asia’",iyaa.com | Jakarta: The Grand Master Asia masuki babak eliminasi pada Minggu (25/2/2018) di SCTV....
Arjit Taneja Pilih Sendiri Fashion Karakternya di Serial ‘Kaleerein’,iyaa.com | New Delhi: Arjit Taneja kini membintangi serial India barunya berjudul Kaleerein. Ia menjadi...
"‘Karma’ The Series Tayang di ANTV, Gantikan ‘Wanita Perindu Surga 2’?",iyaa.com | Jakarta: ANTV akhirnya merilis jadwal tayang Karma The Series. Serial yang diadaptasi dari...
"Keluar dari ‘Catatan Harian Aisha’, Adinda Putri – Dapucii Hamil?",iyaa.com | Jakarta: Karakter Tika tak lagi terlihat dalam beberapa episode Catatan Harian Aisha di...
"Awal Maret, ‘Rindu Bilang Sayang’ Siap Tayang di MNCTV","iyaa.com | Jakarta: Setelah tamatnya Dendang Cinta Wulan, MNCTV telah menyiapkan sinetron berlatar dangdut lainnya..."
"Karena Samuel Zylgwyn, Persahabatan Naysilla Mirdad-Indah Indriana Renggang","iyaa.com | Jakarta: Sejak dimulainya sinetron Orang Ketiga, persahabatan manis Naysilla Mirdad (Afifah) dan Indah..."
"Berseteru di ‘Orang Ketiga’, Dian Nitami-Marshanda Kompak Foto Bareng",iyaa.com | Jakarta: Aktris senior Dian Nitami baru saja mengunggah fotonya bersama Marshanda di akun...
Kevin Torsten Ungkap Perjuangan Tim ‘Ekspedisi Merah’ ANTV,iyaa.com | Jakarta: Perjalanan tim Ekspedisi Merah dalam menguak mitos sukses mengundang rasa penasaran penonton...
Perjuangan Taskya Namya Jadi Anak Gunung di FTV Spesial SCTV,iyaa.com | Jakarta: Masih ingat dengan Taskya Namya? Aktris cantik yang satu ini identik dengan...
"‘Karma’ ANTV Hadirkan Episode Jailangkung, Begini Reaksi Netizen","iyaa.com | Jakarta: Dipandu Robby Purba dan Roy Kiyoshi, Karma Show jadi program unggulan di..."
"‘Dahsyat’ Menghilang, RCTI Hadirkan Program Reality Show Terbaru",iyaa.com | Jakarta: Program musik Dahsyat menghilang di RCTI setelah tuai kritikan tajam dari netizen...
"Pakai Hot Pants dan Kaos Ketat, Ashanty Banjir Protes Netizen",
Samuel Zylgwyn dan Caesar Hito Tuntut Haknya Pada Wanita ini,iyaa.com | Jakarta: Samuel Zylgwyn baru-baru ini curhat di media sosial tentang hak yang belum...
4 Mitos dan Fakta Seputar Aloe Vera Gel untuk Kecantikan,
"Serial India Baru ANTV, Ini rating ‘Mahakaali’ dan ‘Takdir Lonceng Cinta’",
"Lamarannya Ditolak, Mas Pur Pingsan di ‘Tukang Ojek Pengkolan’",
"Pakai Hot Pants dan Kaos Ketat, Ashanty Banjir Protes Netizen",
4 Mitos dan Fakta Seputar Aloe Vera Gel untuk Kecantikan,
"Serial India Baru ANTV, Ini rating ‘Mahakaali’ dan ‘Takdir Lonceng Cinta’",
"Menderita Batu Ginjal, Aly Goni Masuk Rumah Sakit",
‘Tercyduk’ SCTV Asli Atau Settingan? Begini Jawaban Lionil Hendrik,
Serial Tokusatsu ‘Legend Hero’ akan Tayang di RTV,
"Lamarannya Ditolak, Mas Pur Pingsan di ‘Tukang Ojek Pengkolan’",
"Menderita Batu Ginjal, Aly Goni Masuk Rumah Sakit",
"Yuk, Kenalan Sama Pemain & Karakter ‘APACE, Anak Punk Anti Cewek’ RCTI",
"Pindah Jam Tayang, ‘Hafizah’ Masuki Episode Terakhir di RCTI",
‘Tercyduk’ SCTV Asli Atau Settingan? Begini Jawaban Lionil Hendrik,
Serial Tokusatsu ‘Legend Hero’ akan Tayang di RTV,
"Yuk, Kenalan Sama Pemain & Karakter ‘APACE, Anak Punk Anti Cewek’ RCTI",
5 Tips Makeup Mudah Agar Wajahmu Terlihat Baby Face,
"Jerawatan Saat Coba Produk Baru, Purging atau Breakout? Kenali Perbedaannya!",
"Pindah Jam Tayang, ‘Hafizah’ Masuki Episode Terakhir di RCTI",
"Duet Bareng Boy William di ‘ICA 5.0’, Penampilan Via Vallen Kece Banget!",
"Top 3 ‘Indonesian Idol’ akan Duet dengan KD, Yura Yunita, dan Kotak",
"Alkohol, Kandungan dalam Produk Skincare dan Makeup yang Kontroversial",
"Sinopsis ‘Dia yang Tak Terlihat’, Kisah Cinta Berbalut Misteri Pembunuhan",
"Mirip ‘Putri yang Ditukar’, Begini Sinopsis ‘Ada Dua Cinta’ RCTI",
Meriam Bellina Jadi Lawan Seimbang Windy Wulandari di ‘STJC’,
"Sinopsis ‘Dia yang Tak Terlihat’, Kisah Cinta Berbalut Misteri Pembunuhan",
"Mirip ‘Putri yang Ditukar’, Begini Sinopsis ‘Ada Dua Cinta’ RCTI",
"‘Pesbukers’ Balik ke Slot Sore, ‘Dil Se Dil Tak’ Dibungkus ANTV?",
"‘Pesbukers’ Balik ke Slot Sore, ‘Dil Se Dil Tak’ Dibungkus ANTV?",
"Ivan Gunawan Peluk Cium Ayu Ting Ting, ‘Brownis’ Didoakan Segera Bungkus","iyaa.com | Jakarta: Sikap Ayu Ting Ting kembali jadi sorotan netizen. Kali ini, gimmick antara..."
"LIDA Konser Nominasi: Menderita Lupus, Samsul Sukses Jadi Wakil Kaltara",iyaa.com | Jakarta: Para duta dangdut dari Kalimantan Utara tampil di Konser Nominasi Liga Dangdut...
"Jadi Partner di ‘Karma’ ANTV, Roy Kiyoshi Puji Robby Purba","iyaa.com | Jakarta: Selain program infotainment, Robby Purba juga didapuk sebagai host dalam program Karma..."
"Rayakan 1 Tahun ‘Anak Langit’, SCTV Gelar Jumpa Fans dan Drama Musikal",iyaa.coom | Jakarta: Sinetron Anak Langit capai 1 tahun penayangannya di SCTV pada 20 Februari...
"Comeback, Shakti Arora Siapkan Serial Baru di India?","iyaa.com | New Delhi: Salah satu aktor TV populer di India, Shakti Arora, akan segera..."
"Masih Syuting Sinetron Sebelum Berhijab, Kartika Putri Akui Tak Nyaman","iyaa.com | Jakarta: Sebelum memutuskan untuk berhijab, Kartika Putri sempat bermain dalam sinetron Dunia Terbalik..."
Miss Jawa Barat Alya Nurshabina Dinobatkan Sebagai Miss Indonesia 2018,iyaa.com | Jakarta: Pemenang Miss Indonesia 2018 telah terpilih pada malam puncak yang berlangsung Kamis...
Malam Puncak ‘Miss Indonesia 2018’ Disiarkan RCTI Malam Ini,iyaa.com | Jakarta: Sebanyak 34 finalis dari berbagai provinsi agar berebut gelar Miss Indonesia 2018...
"Ungkap Alasan Berhijab, Kartika Putri: Aku Takut Mati","iyaa.com | Jakarta: Melalui postingan di instagram pada Sabtu (10/2/2018) lalu, Kartika Putri memutuskan untuk..."
Judika Bangga Jadi Bagian Karier Kevin ‘Indonesian Idol 2018’,iyaa.com | Jakarta: Keluarnya Kevin dari Indonesian Idol 2018 memang tak diduga sebelumnya. Selalu tampil...
"Melenceng dari Nilai Islami, ‘Catatan Harian Aisha’ Kecewakan Penonton",iyaa.com | Jakarta: Kisah Aisha yang diperankan Tissa Biani di sinetron Catatan Harian Aisha tuai...
"‘Kun Anta’ Jadi Sinetron Favorit, MNCTV Siap Gelar Jumpa Fans",iyaa.com | Jakarta: Kun Anta kini jadi sinetron unggulan di MNCTV. Sinetron yang dibintangi Nasar...
Curhatan Maia Estianty Saat Kevin Tereliminasi di ‘Indonesian Idol 2018’,iyaa.com | Jakarta: Result Show babak 10 besar pada Selasa (13/2/2018) menjadi momen tak terduga...
Ashish Sharma Kesulitan Beradegan Action dengan Saurav Gurjar di ‘Prithvi Vallabh’,iyaa.com | New Delhi: Serial terbaru Ashish Sharma berjudul Prithvi Vallabh telah tayang beberapa waktu...
LIDA Konser Nominasi: Renaldi Wakili Kaltim di Top 34,iyaa.com | Jakarta: Konser Nominasi Liga Dangdut Indonesia (LIDA) masih menampilkan para duta dangdut dari...
Sutradara Akbar Bhakti Minta Maaf Setelah 1 Tahun ‘Anak Langit’,"iyaa.com | Jakarta: Sinetron Anak Langit sukses mencapai 1 tahun penayangannya di SCTV kemarin, Selasa..."
